Text, BVN Spam,Investment Scam,419 Scams,Fake Job,Legitimate Texts
"Dear Applicant,
 Congratulations! You have been shortlisted for an oral interview with our human resources team on Wednesday 25th of July 2018 at one of the selected venues in Lagos.
 Address: No 5 Press House, by fumec B/stop, End of Adeniyi Jones Ogba Lagos
 Time : 9:00am.
 Note : come along with a printed copy of this invitation and your updated curriculum vitae.
 Dress Corporately and be ensure to come early as lateness will not be welcome.
 Regards Mr. Marvel
 Global Hitech
 Contact Us @ +2348163241327.
 ",0,0,0,1,0
"Base on referral,BLS urgently consider you for interview on Tue 24/7/18 by 9am @ 3rd floor,8 Thomas Salako Str, Ogba B/Stop,Ikeja Lag",0,0,0,1,0
"Dear Applicant,
 In line with your application for the position of HUMAN RESOURCE OFFICER, You have been invited for an oral assessment at one of the selected centers in Lagos.
 Date: Tuesday, July 24th 2018
 Time: 10:00am
 Venue: Last floor Universal press building plot 5 funmec b/s Acme, Adeniyi Jones, Ikeja Lagos.
 Kindly come with a printed copy of this invitation and your updated CV.
 Note that the invitation is a response to the application you submitted which we are handling on behalf of our client and you can recourse to us if you did not apply for such position so we can manage our records properly.
 Best regards,
 RECRUITMENT TEAM,
 Phoenix Initiatives
 NOTE: You will meet with the Deputy Managing Director, Head of Human Resource of our client(IGNYTE INITIATIVES, website: www.ignyteinitiatives.com.ng) after the oral assessment for proper evaluation.
 ",0,0,0,1,0
"Due to having your CV in our database, you are hereby invited for an interview for the position of HR. Please see details below; Venue: HYT Consulting, 13A Fagba Crescent, beside Mega Chicken, Agindingbi Ikeja.
 ",0,0,0,1,0
"Venue: Plot 14, university press building, adjacent to Oando filling station or sanusi bus-stop, ogba, Lagos.
 Please lateness would not be tolerated.
 Come with an updated copy of your CV.
 Best Regards,
 Admin Unit
 Rita Odion
 For inquiries:
 Email:  pathfindersconsultancy.hr@gmail.com Tel: +234 (0) 7086379372
 ",0,0,0,1,0
"Dear Candidate,
 You have been invited for an Assessment for the position of Marketing Executive for one of our clients in the Financial Sector. The assessment is on Verbal and Quantitative reasoning scheduled for 30 minutes.
 Please see details below:
 Date: Friday 20th Jun, 2018
 Time: 10:00am
 Venue: Phillips Outsourcing, 9, Shaffi Sule, off Babatunde Masha, off Admiralty way, Lekki Phase 1, Lagos.
 Whom to ask for: Rolayo
 Kindly confirm receipt and availability for the assessment Thank you
 Kind Regards,
 Rolayo Omitogun | Recruitment Manager
 ",0,0,0,1,0
"Sequel to your application for the Executive Trainee Programme with our client-a reputable Financial Institution, we are happy to inform you that, you have been shortlisted for the 1st stage of the recruitment process with Kennedia Consulting, which is an Aptitude Test. This Aptitude Test is basically designed to assess your cognitive abilities.",0,0,0,1,0
"Dear Applicant,
 Thank you for applying to Rethink-HR.
 We would like to invite you for a follow-up test holding on Tuesday, the 17th of July, 2018 by 02:00 pm at 18 Esomo Close, off Toyin Street, Ikeja.
 Please read the following information carefully: Please do not arrive at the center later than your scheduled time.
 You are to come along with your CV.
 All candidates are expected to dress presentably.
 For further enquiries, please call: 09090418162 Regards.
 ",0,0,0,1,0
"Dear Candidate,
 Sequel to your recent online job application to our advertised vacancy, The selection committee has carefully identified you for this great opportunity, please be informed that your application has been considered and you are hereby recommended for an aptitude test and oral job brief, followed by the job duties and specifications.
 Opportunities: Customer Service Executives and Outsourcing Personnel With SCHLEEZ NIGERIA LIMITED
 First floor, left wing  No 49, OLOWU STREET, OFF MOBOLAJI BANK ANTHONY WAY, IKEJA, LAGOS STATE, NIGERIA.
 On 20TH JULY BY 9:00AM.
 The interview will be with the Human Resources department.
 Upon arrival at reception ask the security for the center.
 The interview is scheduled to last approximately 1 hour tentatively and will take the form of; A written aptitude test for about 10 minutes or less,
 One on one interview with the HR for about 5 minutes or less, Then the job duty and specification for about 15 minutes or less, The selection process with the Hr Head for about 28minutes or less, Final interview with the Hr Head which will last for about 8 minutes for the selected candidates to be shortlisted for the job.
 Please note that you are to bring along with you,
 Any valid ID card, hard copy of your credentials, a copy of this invite and the sms you will receive from JOB BRIEF We look forward to meeting you.
 Regards
 Okon Shontelle
 Human Resources Department
 01-724-5339
 https://mchleez.com/
 ",0,0,0,1,0
"You are invited for a JOB BRIEFING on FRI 20th July by 9:00am at 4 Alara Street off commercial avenue, Sabo. Details in your mailbox. www.hyinsco.com.ng 010..",0,0,0,1,0
"You're shortlisted for an INTERVIEW with our EXECUTIVES at D.P.C.S on Wed. 18/07 by 9am @116,Akowonjo rd,Jimoh b/s,Egbeda.
INQ:081-3653-2119(16596).",0,0,0,1,0
"Based on Referral,BLS invites you for interview @ 3rd floor,8 Thomas Salako str. ogba Ikeja, Lagos.FRI.13/7/2018 by 9am.",0,0,0,1,0
"You are shortlisted for Mtn MFA project! Kindly come for documentation! @ Sol 84 Emmanuel Alayande Street, 1st Floor Samsung Stores, Opposite U.B.A, Iwo Road, Ibadan. Time: 10:00am, Date: Thursday July 12th, 2018. Come formally dress: pls do come along with your 6 passport (white background), two guarantor passport, photocopy of each of their valid I'd card and your credentials.",0,0,0,1,0
"Thank you for submitting an application on our online job seeking portal. We have looked over your application and see that you are the best candidate for this role.
 We would like to invite you for an Interview/Assessment at our office to tell you more about this role, our company's mode of operations and of course, get to know you better.
 Date: Fri. 13th July, 2018
 Time: 9 am
 Address: 116, Akowonjo Road, Jimoh Bus stop, Egbeda Lagos.
 Kindly come along with your updated CV and acknowledge this mail with reply . For more Inquiries: Call 08136532119
 We look forward to seeing you.
 Best regards,
 ADEMOLA ADETOYE
 HR ADMINISTRATOR
 ",0,0,0,1,0
"due to your online application to M.H.S you're invited to come over for an Interview session with the HR Dept on Friday 13/07/2018.
 Time: 9am.
 Address: 4b Toyin street, opposite Victory home school before unity b/stop, Ikeja, Lagos.
 Pls do present a hard copy of your CV and ensure to be there on time.
 help/directives?
 Call the ADMG: 0803-449-6175/M102
",0,0,0,1,0
"CONGRATULATIONS!!!
 You are invited to take part in an interview session.
 RS consulting (Nig) is a recruitment firm that handles human resource functions for selected organizations. As part of selection process, you are invited for an oral interview session as follows: Date: Wednesday, 11h July, 2018
 Address: Plot 5, resource press building, adjacent to sanusi bus-stop, off adeniyi jones avenue, ogba. Lagos.
 ",0,0,0,1,0
"This is to notify you that you have an interview scheduled for the position of a Cashier.
 The interview will hold at Lekki Leisure Lake, Block 1, Plot 3, Okunda Blue Water Tourism Scheme, Lekki, Lagos.
 ",0,0,0,1,0
"Dear Applicant,
 Sequel to your application received via our online human resource,After a thorough evaluation of your resume and we are duely impressed,An Assessment has been scheduled with details below; Date:Monday 9th july,2018
 Time:8;30am prompt
 Venue:4,Karim street,off sadiku,Ltv8 way 1st gate b/stop-agidingbi lateef jakande Ikeja.
 BSL-CONSULTING- is a Consulting company specialized on Business Intelligence to Utilize unique and proven methodologies to deliver actionable results to clients in a timely, efficient, and cost-effective manner.
 - Assists clients in creating and managing strategic relationships and alliances with other organizations, including startups to multinational companies, research institutions, and government agencies. As a result, they are able to leverage external expertise, technology, and intellectual property to expand their products, services, functionality, and/or market reach without the need to invest in building or acquiring them with internal resources.
 NB: Kindly come along with 2 passport photographs and a hard copy of your CV.                                           We apologize for the late information;however it is imperative that you confirm your availability.Do so by replying this mail.For further inquiry or assistance call 07083402825.
 ",0,0,0,1,0
"Dear Candidate,
 Sequel to your most recent online job application to our advertised vacancy, The selection committee has carefully identified you for this great opportunity, please be informed that your application has been considered and you are hereby recommended for an aptitude test and oral job brief, followed by the job duties and specifications.
 With SCHLEEZ NIGERIA LIMITED
 First floor, left wing No 49, OLOWU STREET, OFF MOBOLAJI BANK ANTHONY WAY, IKEJA, LAGOS.
 On 9 JULY By 9:00AM.
 The interview will be with the Human Resources department.
 Upon arrival at reception ask the security for the center.
 The interview is scheduled to last approximately 1 hour tentatively and will take the form of; A written aptitude test for about 10 minutes or less,
 One on one interview with the HR for about 5 minutes or less, Then the job duty and specification for about 15 minutes or less, The selection process with the Hr Head for about 28minutes or less, Final interview with the Hr Head which will last for about 8 minutes for the selected candidates to be shortlisted for the job.
 Please note that you are to bring along with you,
 Any valid ID card, hard copy of your credentials, a copy of this invite and the sms you will receive from JOB BRIEF We look forward to meeting you.
 Regards.
 Okon Shontelle
 01-724-5339
 http://schleez.com
 ",0,0,0,1,0
"Due to your online application to M.H.S. you're invited to come over for an Interview session with the HR Dept on Thursday 05/07/2018.
 Time: 9am.
 Address: 4b Toyin street, opposite Victory home school before unity b/stop, Ikeja, Lagos. Do present a hard copy of your CV and ensure to be there on time.
 ",0,0,0,1,0
"DEAR APPLICANT, YOU HAVE AN INTERVIEW WITH US AT LS-RESOURCE, MON. 2/7/18 BY 9AM, 3RD FLR, CROWNET PLAZA, IDRIS GIGADO STR, WUYE, ABUJA. CHECK YOUR MAIL NOW!
 ",0,0,0,1,0
"You are shortlisted for assessment on MON 2/7/18 by 9am @ 6 Remilekun Str. Off Falolu Rd, Falolu B/Stop Surulere, Lagos. Transview Integrated. Ref:GD/2816/M",0,0,0,1,0
"Based on CV Review, GMIS urgently considers you for an interview by 9am on MONDAY , 02/07/18 at 3rd Floor, 8, Thomas Salako Street Ogba Bus-Stop, Ikeja, Lagos",0,0,0,1,0
"You are invited for an interview on:
 Tue 3 July. 2 pm
 4Power Building 6B Peter Odili Rd by Sasun Roundabout, Port Harcourt.
 Come with original & copy of your credentials, Degree Cert, Passport photo, Means of identification & CV Call Sam 08093301848
 Thank you.
 Please did anyone get this too and is this real or GNLD guys.... Please guys help me on this.
 Thanks
 ",0,0,0,1,0
"Your application has been reviewed and you are invited for an interview session with the Recruitment Manager for the role of an admin, on Monday, 2nd July, 2018 at plot 5, university press building, close to fumec junction or sanusi bus-stop, ogba. Lagos",0,0,0,1,0
